"user_id";"signup_date";"time";"acquisition_channel";"device_type";"country";"user_segment";"age_group";"rn"
5644;"2025-08-13";"02:38:53";"Organic";"Tablet";"Nigeria";"Free";"18-24";1
5645;"2025-10-16";"01:09:05";"Organic";"Mobile";"Nigeria";"Premium";"25-34";1
5646;"2025-03-06";"01:50:39";"Organic";"Desktop";"Nigeria";"Free";"35-44";1
5647;"2025-09-23";"07:59:36";"Organic";"Mobile";"Kenya";"Free";"35-44";1
5648;"2025-10-14";"03:37:54";"Referral";"Desktop";"Kenya";"Free";"35-44";1
5649;"2025-09-10";"03:44:21";"Paid Ads";"Mobile";"USA";"Free";"18-24";1
5650;"2025-04-08";"07:16:20";"Paid Ads";"Desktop";"Nigeria";"Premium";"35-44";1
5651;"2025-03-31";"09:48:42";"Paid Ads";"Mobile";"USA";"Premium";"25-34";1
5652;"2025-05-04";"08:35:13";"Referral";"Desktop";"UK";"Premium";"18-24";1
5653;"2025-04-24";"03:51:57";"Paid Ads";"Mobile";"USA";"Free";"25-34";1
5654;"2025-01-12";"05:26:06";"Referral";"Mobile";"USA";"Premium";"35-44";1
5655;"2025-11-17";"04:27:18";"Organic";"Mobile";"UK";"Free";"25-34";1
5656;"2025-12-12";"09:58:27";"Social";"Desktop";"UK";"Free";"45+";1
5657;"2025-09-30";"06:17:04";"Paid Ads";"Mobile";"Kenya";"Premium";"25-34";1
5658;"2025-02-25";"03:33:32";"Organic";"Mobile";"South Africa";"Free";"25-34";1
5659;"2025-06-29";"01:04:19";"Paid Ads";"Mobile";"USA";"Free";"18-24";1
5660;"2025-11-12";"04:56:38";"Paid Ads";"Desktop";"Kenya";"Premium";"18-24";1
5661;"2025-12-28";"11:57:02";"Organic";"Mobile";"Nigeria";"Premium";"25-34";1
5662;"2025-05-12";"07:45:26";"Paid Ads";"Desktop";"UK";"Free";"25-34";1
5663;"2025-02-07";"09:58:37";"Organic";"Mobile";"South Africa";"Premium";"25-34";1
5664;"2025-01-08";"07:56:02";"Organic";"Mobile";"UK";"Premium";"25-34";1
5665;"2025-07-19";"06:37:51";"Social";"Mobile";"Nigeria";"Premium";"35-44";1
5666;"2025-02-16";"05:13:25";"Paid Ads";"Tablet";"Ghana";"Free";"25-34";1
5667;"2025-10-25";"02:30:43";"Referral";"Mobile";"Nigeria";"Free";"25-34";1
5668;"2025-08-08";"11:38:04";"Paid Ads";"Mobile";"USA";"Premium";"25-34";1
5669;"2025-03-09";"03:19:51";"Organic";"Mobile";"Nigeria";"Free";"18-24";1
5670;"2025-05-24";"05:53:21";"Paid Ads";"Desktop";"UK";"Free";"45+";1
5671;"2025-07-07";"12:42:38";"Paid Ads";"Mobile";"Nigeria";"Free";"35-44";1
5672;"2025-04-26";"09:29:45";"Social";"Desktop";"Nigeria";"Free";"18-24";1
5673;"2025-03-02";"05:40:56";"Organic";"Mobile";"Nigeria";"Premium";"35-44";1
5674;"2025-09-07";"05:01:44";"Referral";"Mobile";"Kenya";"Free";"45+";1
5675;"2025-02-07";"08:17:11";"Social";"Mobile";"Ghana";"Free";"35-44";1
5676;"2025-06-09";"04:16:25";"Paid Ads";"Desktop";"Nigeria";"Premium";"25-34";1
5677;"2025-08-27";"07:25:49";"Social";"Desktop";"Kenya";"Free";"45+";1
5678;"2025-02-06";"09:48:12";"Organic";"Mobile";"Nigeria";"Free";"18-24";1
5679;"2025-01-27";"10:18:49";"Social";"Tablet";"USA";"Free";"25-34";1
5680;"2025-03-19";"11:47:13";"Referral";"Mobile";"Nigeria";"Free";"18-24";1
5681;"2025-06-04";"06:27:17";"Organic";"Desktop";"Kenya";"Premium";"25-34";1
5682;"2025-02-15";"05:18:49";"Social";"Mobile";"Ghana";"Free";"45+";1
5683;"2025-07-15";"06:52:52";"Paid Ads";"Mobile";"USA";"Free";"35-44";1
5684;"2025-04-30";"01:21:31";"Paid Ads";"Desktop";"USA";"Premium";"35-44";1
5685;"2025-09-14";"04:18:05";"Paid Ads";"Desktop";"USA";"Free";"25-34";1
5686;"2025-10-02";"03:53:12";"Organic";"Mobile";"Nigeria";"Free";"45+";1
5687;"2025-06-24";"11:34:28";"Paid Ads";"Mobile";"UK";"Free";"25-34";1
5688;"2025-04-26";"02:15:45";"Referral";"Mobile";"UK";"Premium";"18-24";1
5689;"2025-03-13";"01:22:33";"Organic";"Desktop";"USA";"Free";"25-34";1
5690;"2025-07-21";"05:39:31";"Organic";"Mobile";"Nigeria";"Free";"25-34";1
5691;"2025-12-02";"10:25:44";"Organic";"Desktop";"USA";"Free";"18-24";1
5692;"2025-07-03";"09:32:32";"Paid Ads";"Mobile";"Kenya";"Free";"45+";1
5693;"2025-05-18";"09:42:50";"Referral";"Mobile";"Ghana";"Premium";"25-34";1
5694;"2025-07-22";"06:45:04";"Referral";"Mobile";"Kenya";"Free";"45+";1
5695;"2025-12-14";"08:16:11";"Social";"Mobile";"Kenya";"Premium";"25-34";1
5696;"2025-05-07";"09:43:34";"Paid Ads";"Mobile";"South Africa";"Free";"18-24";1
5697;"2025-11-18";"07:34:18";"Organic";"Mobile";"Kenya";"Premium";"18-24";1
5698;"2025-07-14";"08:56:34";"Social";"Desktop";"UK";"Premium";"45+";1
5699;"2025-04-20";"06:10:17";"Referral";"Mobile";"Ghana";"Free";"18-24";1
5700;"2025-02-27";"09:49:21";"Paid Ads";"Desktop";"Ghana";"Free";"25-34";1
5701;"2025-11-18";"11:35:52";"Paid Ads";"Mobile";"Nigeria";"Premium";"18-24";1
5702;"2025-10-15";"03:24:18";"Social";"Tablet";"USA";"Premium";"25-34";1
5703;"2025-05-25";"02:16:47";"Referral";"Tablet";"Ghana";"Free";"18-24";1
5704;"2025-11-10";"08:55:29";"Organic";"Desktop";"Nigeria";"Free";"18-24";1
5705;"2025-05-11";"06:48:27";"Referral";"Desktop";"UK";"Premium";"35-44";1
5706;"2025-05-16";"06:31:51";"Organic";"Mobile";"Nigeria";"Free";"25-34";1
5707;"2025-01-26";"03:45:13";"Organic";"Desktop";"Nigeria";"Free";"25-34";1
5708;"2025-04-24";"06:45:57";"Paid Ads";"Tablet";"South Africa";"Premium";"35-44";1
5709;"2025-06-14";"09:14:01";"Organic";"Mobile";"South Africa";"Premium";"35-44";1
5710;"2025-04-14";"03:12:42";"Organic";"Mobile";"Nigeria";"Premium";"25-34";1
5711;"2025-03-22";"12:24:22";"Organic";"Mobile";"Kenya";"Free";"35-44";1
5712;"2025-11-28";"10:00:06";"Paid Ads";"Mobile";"USA";"Premium";"45+";1
5713;"2025-12-01";"05:05:30";"Referral";"Mobile";"Nigeria";"Free";"25-34";1
5714;"2025-09-20";"12:41:00";"Social";"Mobile";"Nigeria";"Free";"35-44";1
5715;"2025-01-07";"07:17:02";"Organic";"Mobile";"USA";"Free";"35-44";1
5716;"2025-10-31";"06:22:29";"Paid Ads";"Tablet";"Nigeria";"Premium";"35-44";1
5717;"2025-10-18";"12:21:39";"Social";"Mobile";"Ghana";"Free";"25-34";1
5718;"2025-01-21";"04:03:38";"Organic";"Desktop";"Nigeria";"Premium";"45+";1
5719;"2025-04-02";"03:55:20";"Referral";"Mobile";"South Africa";"Premium";"18-24";1
5720;"2025-01-11";"04:45:41";"Referral";"Mobile";"Kenya";"Free";"45+";1
5721;"2025-01-25";"02:36:03";"Organic";"Mobile";"USA";"Premium";"18-24";1
5722;"2025-09-21";"04:41:15";"Referral";"Mobile";"Kenya";"Premium";"25-34";1
5723;"2025-01-09";"10:36:02";"Referral";"Mobile";"South Africa";"Free";"35-44";1
5724;"2025-11-18";"04:36:35";"Organic";"Mobile";"USA";"Free";"18-24";1
5725;"2025-03-11";"02:28:50";"Organic";"Mobile";"USA";"Free";"18-24";1
5726;"2025-04-01";"08:18:54";"Organic";"Desktop";"Nigeria";"Free";"25-34";1
5727;"2025-11-20";"07:35:29";"Organic";"Mobile";"UK";"Premium";"35-44";1
5728;"2025-03-30";"08:04:45";"Paid Ads";"Mobile";"Kenya";"Free";"18-24";1
5729;"2025-02-20";"01:17:40";"Paid Ads";"Desktop";"South Africa";"Premium";"25-34";1
5730;"2025-12-29";"07:04:01";"Organic";"Mobile";"Kenya";"Premium";"25-34";1
5731;"2025-03-02";"04:07:49";"Social";"Mobile";"Kenya";"Free";"18-24";1
5732;"2025-07-22";"05:05:06";"Organic";"Mobile";"Nigeria";"Free";"25-34";1
5733;"2025-10-29";"08:33:09";"Organic";"Mobile";"South Africa";"Free";"18-24";1
5734;"2025-02-14";"09:26:38";"Organic";"Mobile";"South Africa";"Free";"25-34";1
5735;"2025-02-27";"03:54:02";"Paid Ads";"Mobile";"Nigeria";"Free";"35-44";1
5736;"2025-07-26";"08:40:41";"Paid Ads";"Mobile";"South Africa";"Free";"35-44";1
5737;"2025-09-25";"03:23:52";"Organic";"Desktop";"USA";"Free";"25-34";1
5738;"2025-06-24";"05:28:00";"Organic";"Mobile";"UK";"Free";"18-24";1
5739;"2025-09-01";"11:59:27";"Referral";"Mobile";"South Africa";"Premium";"25-34";1
5740;"2025-01-02";"10:30:07";"Social";"Tablet";"USA";"Free";"35-44";1
5741;"2025-09-28";"12:35:17";"Organic";"Desktop";"South Africa";"Free";"25-34";1
5742;"2025-01-21";"06:02:16";"Organic";"Mobile";"Nigeria";"Free";"25-34";1
5743;"2025-04-26";"06:20:42";"Paid Ads";"Tablet";"South Africa";"Free";"45+";1
5744;"2025-09-29";"11:27:31";"Referral";"Mobile";"Nigeria";"Free";"25-34";1
5745;"2025-07-14";"06:42:03";"Organic";"Mobile";"UK";"Free";"35-44";1
5746;"2025-11-04";"08:10:41";"Social";"Tablet";"USA";"Free";"25-34";1
5747;"2025-01-12";"02:02:04";"Paid Ads";"Desktop";"Kenya";"Free";"18-24";1
5748;"2025-04-20";"04:39:31";"Paid Ads";"Mobile";"Kenya";"Free";"18-24";1
5749;"2025-12-03";"03:35:28";"Paid Ads";"Desktop";"Kenya";"Free";"25-34";1
5750;"2025-04-08";"09:46:01";"Social";"Desktop";"Nigeria";"Free";"25-34";1
5751;"2025-07-07";"12:28:08";"Referral";"Mobile";"UK";"Free";"25-34";1
5752;"2025-11-14";"04:53:29";"Organic";"Mobile";"Ghana";"Free";"18-24";1
5753;"2025-05-24";"07:43:48";"Organic";"Mobile";"Nigeria";"Free";"35-44";1
5754;"2025-12-26";"05:11:42";"Paid Ads";"Tablet";"UK";"Premium";"35-44";1
5755;"2025-04-17";"06:04:42";"Organic";"Mobile";"Nigeria";"Premium";"25-34";1
5756;"2025-04-18";"09:15:01";"Referral";"Desktop";"USA";"Premium";"35-44";1
5757;"2025-03-19";"09:41:06";"Referral";"Mobile";"Kenya";"Free";"18-24";1
5758;"2025-10-01";"12:19:59";"Referral";"Mobile";"Ghana";"Free";"25-34";1
5759;"2025-11-29";"04:05:40";"Social";"Desktop";"Nigeria";"Free";"25-34";1
5760;"2025-12-30";"09:15:38";"Organic";"Desktop";"Kenya";"Premium";"25-34";1
5761;"2025-11-28";"08:47:51";"Referral";"Mobile";"UK";"Premium";"25-34";1
5762;"2025-03-23";"10:35:01";"Referral";"Mobile";"South Africa";"Free";"25-34";1
5763;"2025-11-01";"04:17:39";"Organic";"Mobile";"USA";"Free";"18-24";1
5764;"2025-10-17";"03:59:29";"Referral";"Mobile";"South Africa";"Free";"18-24";1
5765;"2025-11-13";"12:29:17";"Organic";"Mobile";"USA";"Free";"45+";1
5766;"2025-01-22";"02:19:04";"Referral";"Desktop";"USA";"Premium";"18-24";1
5767;"2025-06-29";"03:36:12";"Paid Ads";"Mobile";"Kenya";"Free";"18-24";1
5768;"2025-05-04";"12:48:27";"Organic";"Mobile";"South Africa";"Free";"25-34";1
5769;"2025-04-05";"02:35:44";"Paid Ads";"Mobile";"UK";"Premium";"25-34";1
5770;"2025-05-20";"05:44:12";"Paid Ads";"Tablet";"Nigeria";"Free";"25-34";1
5771;"2025-08-27";"03:52:35";"Organic";"Mobile";"USA";"Free";"25-34";1
5772;"2025-11-24";"01:48:54";"Organic";"Desktop";"South Africa";"Free";"18-24";1
5773;"2025-04-06";"04:16:48";"Paid Ads";"Mobile";"UK";"Free";"18-24";1
5774;"2025-05-26";"12:43:52";"Paid Ads";"Mobile";"Nigeria";"Free";"18-24";1
5775;"2025-03-09";"03:43:31";"Referral";"Mobile";"UK";"Free";"25-34";1
5776;"2025-04-17";"10:50:58";"Social";"Mobile";"Nigeria";"Free";"35-44";1
5777;"2025-10-08";"12:13:52";"Paid Ads";"Desktop";"UK";"Free";"18-24";1
5778;"2025-03-28";"04:22:33";"Referral";"Mobile";"South Africa";"Free";"25-34";1
5779;"2025-01-30";"05:13:07";"Paid Ads";"Desktop";"Nigeria";"Premium";"35-44";1
5780;"2025-12-13";"06:34:48";"Referral";"Mobile";"USA";"Free";"18-24";1
5781;"2025-12-07";"02:03:24";"Organic";"Mobile";"UK";"Free";"25-34";1
5782;"2025-04-01";"01:23:57";"Organic";"Mobile";"USA";"Free";"25-34";1
5783;"2025-02-21";"05:29:13";"Paid Ads";"Desktop";"Kenya";"Free";"35-44";1
5784;"2025-08-09";"04:52:47";"Organic";"Desktop";"Ghana";"Free";"35-44";1
5785;"2025-01-30";"02:31:59";"Referral";"Desktop";"Ghana";"Premium";"25-34";1
5786;"2025-05-07";"10:29:25";"Referral";"Mobile";"Ghana";"Free";"18-24";1
5787;"2025-01-23";"02:15:11";"Organic";"Desktop";"Nigeria";"Free";"25-34";1
5788;"2025-02-16";"07:56:21";"Paid Ads";"Mobile";"Nigeria";"Free";"18-24";1
5789;"2025-01-17";"10:25:20";"Referral";"Desktop";"USA";"Premium";"25-34";1
5790;"2025-10-18";"10:46:33";"Referral";"Tablet";"Kenya";"Premium";"35-44";1
5791;"2025-01-26";"05:24:01";"Organic";"Mobile";"USA";"Free";"25-34";1
5792;"2025-01-02";"04:32:26";"Organic";"Mobile";"Nigeria";"Free";"25-34";1
5793;"2025-07-13";"03:16:05";"Paid Ads";"Desktop";"USA";"Free";"18-24";1
5794;"2025-01-12";"03:45:53";"Paid Ads";"Desktop";"Ghana";"Premium";"18-24";1
5795;"2025-11-29";"11:04:02";"Organic";"Mobile";"UK";"Free";"18-24";1
5796;"2025-12-27";"03:03:15";"Organic";"Tablet";"Kenya";"Free";"35-44";1
5797;"2025-05-11";"01:08:10";"Referral";"Desktop";"USA";"Free";"45+";1
5798;"2025-04-11";"12:37:40";"Paid Ads";"Mobile";"South Africa";"Free";"25-34";1
5799;"2025-01-25";"04:01:02";"Social";"Mobile";"Ghana";"Free";"18-24";1
5800;"2025-05-05";"08:47:20";"Referral";"Desktop";"Nigeria";"Free";"35-44";1
5801;"2025-04-08";"10:02:03";"Social";"Mobile";"Ghana";"Premium";"35-44";1
5802;"2025-07-04";"04:01:50";"Organic";"Mobile";"USA";"Free";"45+";1
5803;"2025-02-14";"04:42:54";"Referral";"Mobile";"Nigeria";"Free";"25-34";1
5804;"2025-08-25";"05:43:31";"Organic";"Desktop";"UK";"Free";"25-34";1
5805;"2025-08-23";"10:11:40";"Paid Ads";"Desktop";"Nigeria";"Free";"25-34";1
5806;"2025-02-09";"06:30:18";"Paid Ads";"Mobile";"USA";"Free";"18-24";1
5807;"2025-08-22";"12:42:48";"Organic";"Desktop";"USA";"Premium";"25-34";1
5808;"2025-02-13";"11:49:46";"Referral";"Tablet";"Kenya";"Free";"35-44";1
5809;"2025-03-03";"05:21:29";"Referral";"Mobile";"Nigeria";"Premium";"35-44";1
5810;"2025-07-22";"01:24:34";"Organic";"Desktop";"Ghana";"Free";"25-34";1
5811;"2025-06-24";"07:20:23";"Paid Ads";"Tablet";"Nigeria";"Free";"35-44";1
5812;"2025-10-05";"05:11:55";"Organic";"Desktop";"South Africa";"Free";"25-34";1
5813;"2025-07-14";"04:47:12";"Paid Ads";"Desktop";"Nigeria";"Premium";"18-24";1
5814;"2025-01-01";"01:08:58";"Referral";"Mobile";"South Africa";"Free";"35-44";1
5815;"2025-08-31";"08:59:36";"Organic";"Mobile";"Nigeria";"Free";"25-34";1
5816;"2025-11-25";"05:38:48";"Social";"Mobile";"Nigeria";"Free";"35-44";1
5817;"2025-04-10";"03:32:01";"Organic";"Desktop";"Nigeria";"Free";"25-34";1
5818;"2025-04-06";"08:36:35";"Paid Ads";"Tablet";"Ghana";"Free";"45+";1
5819;"2025-02-14";"05:20:44";"Paid Ads";"Mobile";"South Africa";"Free";"25-34";1
5820;"2025-09-29";"02:51:19";"Organic";"Mobile";"Nigeria";"Free";"25-34";1
5821;"2025-04-10";"05:16:22";"Organic";"Mobile";"Ghana";"Free";"45+";1
5822;"2025-07-16";"05:52:48";"Referral";"Desktop";"USA";"Free";"45+";1
5823;"2025-10-19";"06:39:48";"Referral";"Mobile";"Nigeria";"Premium";"25-34";1
5824;"2025-03-05";"06:53:10";"Organic";"Desktop";"UK";"Free";"18-24";1
5825;"2025-06-06";"06:25:50";"Paid Ads";"Mobile";"Ghana";"Free";"45+";1
5826;"2025-05-08";"03:32:47";"Organic";"Mobile";"Nigeria";"Premium";"45+";1
5827;"2025-09-20";"12:54:11";"Organic";"Mobile";"Kenya";"Free";"18-24";1
5828;"2025-10-22";"10:24:46";"Paid Ads";"Desktop";"South Africa";"Free";"25-34";1
5829;"2025-10-29";"01:41:19";"Organic";"Mobile";"UK";"Free";"25-34";1
5830;"2025-04-11";"03:29:02";"Referral";"Tablet";"Nigeria";"Free";"18-24";1
5831;"2025-08-08";"03:34:56";"Referral";"Mobile";"USA";"Free";"18-24";1
5832;"2025-06-22";"10:39:52";"Social";"Mobile";"Ghana";"Free";"25-34";1
5833;"2025-10-01";"08:31:41";"Paid Ads";"Mobile";"Kenya";"Free";"45+";1
5834;"2025-09-15";"01:33:56";"Social";"Tablet";"Nigeria";"Free";"18-24";1
5835;"2025-06-12";"03:41:30";"Paid Ads";"Desktop";"Nigeria";"Premium";"45+";1
5836;"2025-09-25";"01:21:51";"Paid Ads";"Mobile";"South Africa";"Free";"35-44";1
5837;"2025-02-09";"11:44:33";"Social";"Desktop";"South Africa";"Premium";"35-44";1
5838;"2025-02-01";"07:22:15";"Paid Ads";"Mobile";"UK";"Free";"25-34";1
5839;"2025-06-13";"11:03:38";"Organic";"Mobile";"UK";"Free";"25-34";1
5840;"2025-10-17";"02:11:08";"Referral";"Mobile";"Nigeria";"Free";"25-34";1
5841;"2025-05-24";"11:41:37";"Social";"Desktop";"South Africa";"Free";"45+";1
5842;"2025-03-11";"06:15:30";"Referral";"Mobile";"Nigeria";"Free";"25-34";1
5843;"2025-08-08";"01:37:01";"Paid Ads";"Mobile";"Kenya";"Premium";"18-24";1
5844;"2025-09-14";"11:07:37";"Paid Ads";"Mobile";"UK";"Free";"18-24";1
5845;"2025-06-16";"07:39:12";"Social";"Mobile";"Kenya";"Free";"25-34";1
5846;"2025-02-19";"01:04:10";"Organic";"Mobile";"UK";"Free";"45+";1
5847;"2025-02-22";"08:32:15";"Paid Ads";"Mobile";"USA";"Free";"25-34";1
5848;"2025-05-31";"07:59:13";"Organic";"Mobile";"Ghana";"Free";"25-34";1
5849;"2025-07-09";"04:36:45";"Paid Ads";"Tablet";"Nigeria";"Free";"18-24";1
5850;"2025-04-11";"02:53:35";"Paid Ads";"Mobile";"Kenya";"Free";"35-44";1
5851;"2025-02-09";"01:42:14";"Organic";"Mobile";"Nigeria";"Free";"25-34";1
5852;"2025-07-05";"11:26:01";"Organic";"Mobile";"Ghana";"Free";"45+";1
5853;"2025-04-17";"11:12:17";"Paid Ads";"Mobile";"UK";"Premium";"25-34";1
5854;"2025-01-21";"12:34:45";"Organic";"Desktop";"Ghana";"Free";"25-34";1
5855;"2025-01-24";"10:48:30";"Organic";"Mobile";"UK";"Free";"25-34";1
5856;"2025-05-13";"06:59:30";"Referral";"Desktop";"UK";"Free";"18-24";1
5857;"2025-07-03";"07:02:59";"Organic";"Desktop";"USA";"Free";"18-24";1
5858;"2025-05-31";"06:35:38";"Paid Ads";"Desktop";"Nigeria";"Premium";"18-24";1
5859;"2025-04-13";"03:25:50";"Social";"Mobile";"USA";"Free";"25-34";1
5860;"2025-09-16";"01:39:24";"Organic";"Mobile";"Ghana";"Free";"25-34";1
5861;"2025-02-10";"09:01:43";"Organic";"Mobile";"Nigeria";"Free";"18-24";1
5862;"2025-05-09";"12:51:57";"Paid Ads";"Desktop";"USA";"Free";"25-34";1
5863;"2025-06-12";"04:20:18";"Referral";"Mobile";"USA";"Free";"25-34";1
5864;"2025-10-16";"05:55:49";"Social";"Mobile";"South Africa";"Premium";"25-34";1
5865;"2025-04-02";"11:57:52";"Social";"Mobile";"UK";"Free";"18-24";1
5866;"2025-06-16";"09:15:34";"Referral";"Desktop";"Nigeria";"Free";"25-34";1
5867;"2025-06-26";"02:14:15";"Organic";"Desktop";"Kenya";"Premium";"25-34";1
5868;"2025-06-13";"06:40:26";"Organic";"Mobile";"Nigeria";"Free";"18-24";1
5869;"2025-10-17";"12:19:57";"Organic";"Mobile";"South Africa";"Free";"25-34";1
5870;"2025-01-05";"10:58:15";"Organic";"Mobile";"South Africa";"Premium";"18-24";1
5871;"2025-10-24";"05:01:38";"Referral";"Mobile";"Nigeria";"Free";"45+";1
5872;"2025-12-09";"09:27:09";"Paid Ads";"Desktop";"Ghana";"Premium";"45+";1
5873;"2025-07-15";"03:13:45";"Organic";"Desktop";"Nigeria";"Free";"25-34";1
5874;"2025-07-10";"09:41:36";"Referral";"Desktop";"Nigeria";"Free";"25-34";1
5875;"2025-11-30";"06:18:48";"Organic";"Mobile";"Kenya";"Free";"25-34";1
5876;"2025-03-06";"05:23:08";"Paid Ads";"Desktop";"Kenya";"Free";"25-34";1
5877;"2025-11-11";"08:42:45";"Paid Ads";"Tablet";"Nigeria";"Free";"25-34";1
5878;"2025-05-22";"08:44:26";"Paid Ads";"Tablet";"Nigeria";"Free";"18-24";1
5879;"2025-12-19";"01:05:28";"Paid Ads";"Desktop";"Kenya";"Premium";"18-24";1
5880;"2025-09-30";"12:01:42";"Organic";"Mobile";"Nigeria";"Premium";"18-24";1
5881;"2025-10-06";"11:45:52";"Paid Ads";"Desktop";"Kenya";"Free";"25-34";1
5882;"2025-10-17";"05:33:47";"Referral";"Desktop";"USA";"Free";"35-44";1
5883;"2025-04-03";"04:55:55";"Social";"Desktop";"Nigeria";"Free";"25-34";1
5884;"2025-01-03";"09:18:24";"Paid Ads";"Mobile";"Ghana";"Free";"18-24";1
5885;"2025-08-23";"04:28:37";"Paid Ads";"Tablet";"Nigeria";"Premium";"18-24";1
5886;"2025-01-23";"07:28:36";"Referral";"Mobile";"Kenya";"Free";"25-34";1
5887;"2025-04-30";"07:58:00";"Social";"Mobile";"Kenya";"Free";"18-24";1
5888;"2025-06-07";"07:21:53";"Organic";"Mobile";"USA";"Free";"25-34";1
5889;"2025-02-11";"01:45:27";"Paid Ads";"Desktop";"Kenya";"Free";"18-24";1
5890;"2025-01-11";"09:26:18";"Referral";"Mobile";"Ghana";"Free";"25-34";1
5891;"2025-02-03";"04:01:24";"Paid Ads";"Mobile";"Ghana";"Free";"25-34";1
5892;"2025-10-09";"11:57:53";"Organic";"Desktop";"Nigeria";"Free";"45+";1
5893;"2025-09-18";"08:10:36";"Paid Ads";"Desktop";"USA";"Free";"25-34";1
5894;"2025-11-21";"09:03:53";"Organic";"Desktop";"Kenya";"Free";"18-24";1
5895;"2025-05-11";"12:14:34";"Paid Ads";"Mobile";"Nigeria";"Premium";"35-44";1
5896;"2025-09-13";"02:21:46";"Paid Ads";"Desktop";"Nigeria";"Free";"18-24";1
5897;"2025-04-27";"02:45:15";"Referral";"Mobile";"Kenya";"Free";"25-34";1
5898;"2025-02-10";"07:23:17";"Paid Ads";"Mobile";"Nigeria";"Free";"18-24";1
5899;"2025-12-10";"03:47:05";"Organic";"Mobile";"Ghana";"Free";"18-24";1
5900;"2025-12-27";"02:44:55";"Organic";"Desktop";"Kenya";"Premium";"25-34";1
5901;"2025-08-09";"07:31:47";"Referral";"Mobile";"Ghana";"Premium";"18-24";1
5902;"2025-07-07";"04:21:05";"Organic";"Mobile";"Nigeria";"Premium";"25-34";1
5903;"2025-02-13";"11:38:35";"Paid Ads";"Mobile";"USA";"Premium";"25-34";1
5904;"2025-07-07";"12:59:22";"Organic";"Mobile";"Nigeria";"Premium";"35-44";1
5905;"2025-11-24";"05:53:40";"Referral";"Tablet";"Ghana";"Free";"25-34";1
5906;"2025-05-17";"01:47:58";"Paid Ads";"Tablet";"UK";"Free";"25-34";1
5907;"2025-03-16";"09:08:43";"Organic";"Mobile";"Nigeria";"Free";"35-44";1
5908;"2025-09-22";"07:29:21";"Organic";"Mobile";"Nigeria";"Premium";"18-24";1
5909;"2025-09-08";"06:04:17";"Referral";"Mobile";"Nigeria";"Free";"35-44";1
5910;"2025-04-01";"11:35:26";"Paid Ads";"Desktop";"Nigeria";"Free";"35-44";1
5911;"2025-06-15";"01:38:29";"Referral";"Mobile";"Nigeria";"Premium";"45+";1
5912;"2025-11-07";"06:30:23";"Referral";"Mobile";"Ghana";"Free";"25-34";1
5913;"2025-11-16";"02:42:18";"Social";"Mobile";"Kenya";"Free";"25-34";1
5914;"2025-11-09";"07:03:21";"Organic";"Mobile";"South Africa";"Premium";"35-44";1
5915;"2025-09-11";"02:16:24";"Social";"Mobile";"Nigeria";"Premium";"18-24";1
5916;"2025-10-15";"03:14:20";"Organic";"Mobile";"USA";"Premium";"18-24";1
5917;"2025-07-27";"08:17:07";"Organic";"Mobile";"Nigeria";"Premium";"25-34";1
5918;"2025-02-08";"12:19:33";"Referral";"Mobile";"Kenya";"Free";"35-44";1
5919;"2025-11-05";"07:11:59";"Organic";"Tablet";"Nigeria";"Free";"18-24";1
5920;"2025-10-03";"05:48:54";"Organic";"Mobile";"Nigeria";"Free";"25-34";1
5921;"2025-03-15";"11:56:44";"Organic";"Mobile";"Ghana";"Premium";"18-24";1
5922;"2025-08-02";"01:15:22";"Paid Ads";"Tablet";"Ghana";"Free";"25-34";1
5923;"2025-01-12";"02:08:53";"Paid Ads";"Desktop";"Ghana";"Free";"25-34";1
5924;"2025-08-31";"06:38:15";"Referral";"Mobile";"South Africa";"Free";"18-24";1
5925;"2025-09-18";"06:20:51";"Referral";"Desktop";"USA";"Free";"18-24";1
5926;"2025-10-12";"05:12:59";"Paid Ads";"Mobile";"South Africa";"Free";"18-24";1
5927;"2025-10-07";"10:13:34";"Organic";"Desktop";"Kenya";"Premium";"18-24";1
5928;"2025-11-26";"11:47:02";"Social";"Tablet";"Nigeria";"Free";"25-34";1
5929;"2025-11-04";"12:56:34";"Organic";"Mobile";"Nigeria";"Free";"45+";1
5930;"2025-06-20";"01:28:45";"Organic";"Mobile";"South Africa";"Free";"25-34";1
5931;"2025-02-07";"10:22:29";"Organic";"Mobile";"Nigeria";"Free";"35-44";1
5932;"2025-01-12";"08:37:05";"Paid Ads";"Desktop";"South Africa";"Free";"45+";1
5933;"2025-06-05";"03:08:40";"Organic";"Mobile";"Nigeria";"Free";"25-34";1
5934;"2025-01-05";"12:03:12";"Organic";"Desktop";"UK";"Premium";"18-24";1
5935;"2025-04-17";"11:16:53";"Organic";"Mobile";"USA";"Premium";"45+";1
5936;"2025-11-06";"04:10:13";"Organic";"Mobile";"Kenya";"Premium";"25-34";1
5937;"2025-05-05";"01:19:16";"Paid Ads";"Mobile";"UK";"Free";"45+";1
5938;"2025-07-29";"09:50:39";"Referral";"Mobile";"USA";"Premium";"25-34";1
5939;"2025-09-02";"05:42:52";"Referral";"Mobile";"USA";"Premium";"35-44";1
5940;"2025-09-01";"10:04:52";"Organic";"Mobile";"Kenya";"Premium";"35-44";1
5941;"2025-09-20";"02:12:00";"Organic";"Desktop";"UK";"Free";"35-44";1
5942;"2025-10-24";"05:36:09";"Social";"Desktop";"Nigeria";"Free";"25-34";1
